,type,amount,oldbalanceOrg,newbalanceOrig,isFraud
375,4,2545478.01,0.0,0.0,0
376,4,2061082.82,0.0,0.0,0
377,4,983479.66,0.0,0.0,0
378,4,635507.97,0.0,0.0,0
379,4,848231.57,0.0,0.0,0
380,4,739112.93,0.0,0.0,0
381,4,324397.94,0.0,0.0,0
382,4,982862.81,0.0,0.0,0
383,4,955855.0,0.0,0.0,0
384,4,179253.24,0.0,0.0,0
385,1,5446.88,666.0,0.0,0
386,1,648.64,873.0,224.36,0
387,1,8494.71,11129.0,2634.29,0
388,2,373068.26,20034.0,0.0,0
389,3,143236.26,0.0,143236.26,0
390,3,228451.89,143236.26,371688.15,0
391,3,35902.49,371688.15,407590.65,0
392,3,232953.64,407590.65,640544.28,0
393,3,65912.95,640544.28,706457.23,0
394,3,193492.68,706457.23,899949.91,0
395,3,60836.64,899949.91,960786.56,0
396,3,62325.15,960786.56,1023111.71,0
397,3,349640.51,1023111.71,1372752.22,0
398,3,135324.19,1372752.22,1508076.41,0
399,3,380015.14,1508076.41,1888091.55,0
400,3,418688.27,1888091.55,2306779.82,0
401,3,311023.52,2306779.82,2617803.34,0
402,3,151862.38,2617803.34,2769665.72,0
403,3,228710.05,2769665.72,2998375.78,0
404,3,220431.09,2998375.78,3218806.87,0
405,3,182861.45,3218806.87,3401668.32,0
406,3,231881.5,3401668.32,3633549.82,0
407,3,38071.17,3633549.82,3671620.98,0
408,3,87117.29,3671620.98,3758738.27,0
409,3,114271.72,3758738.27,3873009.99,0
410,3,73199.1,3873009.99,3946209.08,0
411,3,764772.98,3946209.08,4710982.07,0
412,3,106847.36,4710982.07,4817829.42,0
413,3,6287.28,4817829.42,4824116.71,0
414,3,24936.34,4824116.71,4849053.05,0
415,3,55837.16,4849053.05,4904890.21,0
416,3,63255.29,4904890.21,4968145.5,0
417,3,104605.78,4968145.5,5072751.28,0
418,3,154160.82,5072751.28,5226912.1,0
419,3,257348.03,5226912.1,5484260.13,0
420,3,201073.81,5484260.13,5685333.94,0
421,3,53560.68,5685333.94,5738894.62,0
422,3,334234.39,5738894.62,6073129.01,0
423,3,227335.16,6073129.01,6300464.17,0
424,3,134426.08,6300464.17,6434890.26,0
425,3,2643.45,6434890.26,6437533.71,0
426,3,134977.11,6437533.71,6572510.82,0
427,3,25090.03,6572510.82,6597600.85,0
428,3,147388.67,6597600.85,6744989.53,0
429,3,217615.09,6744989.53,6962604.61,0
430,3,355294.5,6962604.61,7317899.11,0
431,3,12336.48,7317899.11,7330235.59,0
432,3,349505.89,7330235.59,7679741.48,0
433,3,285185.34,7679741.48,7964926.82,0
434,3,132953.45,7964926.82,8097880.27,0
435,3,214851.41,8097880.27,8312731.68,0
436,3,54988.56,8312731.68,8367720.25,0
437,3,62871.06,8367720.25,8430591.3,0
438,3,61150.85,8430591.3,8491742.16,0
439,3,131409.27,8491742.16,8623151.43,0
440,3,10844.33,8623151.43,8633995.76,0
441,1,2054.84,22195.0,20140.16,0
442,3,313373.56,20140.16,333513.72,0
443,3,13289.87,333513.72,346803.59,0
444,3,27070.11,346803.59,373873.7,0
445,3,127954.7,373873.7,501828.4,0
446,3,197031.04,501828.4,698859.44,0
447,3,144366.64,698859.44,843226.08,0
448,3,7965.49,843226.08,851191.57,0
449,3,123103.74,851191.57,974295.31,0
450,3,106634.77,974295.31,1080930.07,0
451,3,74933.22,1080930.07,1155863.3,0
452,3,120234.99,1155863.3,1276098.29,0
453,3,5763.99,1276098.29,1281862.28,0
454,3,156922.36,1281862.28,1438784.65,0
455,3,162665.98,1438784.65,1601450.63,0
456,3,110226.34,1601450.63,1601450.63,0
457,3,142577.44,1601450.63,1744028.07,0
458,3,6915.38,1744028.07,1750943.45,0
459,3,157108.01,1750943.45,1908051.46,0
460,3,223555.14,1908051.46,2131606.6,0
461,3,146331.12,2131606.6,2277937.72,0
462,3,141131.23,2277937.72,2419068.96,0
463,3,222711.47,2419068.96,2641780.43,0
464,3,84980.31,2641780.43,2726760.74,0
465,3,628719.07,2726760.74,3355479.81,0
466,3,79285.8,3355479.81,3434765.61,0
467,3,57809.81,3434765.61,3492575.42,0
468,3,75043.17,3492575.42,3567618.59,0
469,3,248196.92,3567618.59,3815815.51,0
470,3,18851.44,3815815.51,3834666.95,0
471,3,403418.39,3834666.95,4238085.34,0
472,3,235564.81,4238085.34,4473650.15,0
473,3,32325.24,4473650.15,4505975.39,0
474,3,345347.7,4505975.39,4851323.08,0
475,3,355500.25,4851323.08,5206823.33,0
476,3,103005.78,5206823.33,5309829.12,0
477,3,108803.98,5309829.12,5418633.09,0
478,3,259753.27,5418633.09,5678386.36,0
479,3,234094.24,5678386.36,5912480.6,0
480,3,273305.73,5912480.6,6185786.33,0
481,3,186838.95,6185786.33,6372625.28,0
482,3,193161.04,6372625.28,6565786.32,0
483,3,152823.85,6565786.32,6718610.17,0
484,3,91457.82,6718610.17,6810067.99,0
485,3,277807.48,6810067.99,7087875.47,0
486,3,8679.13,7087875.47,7096554.61,0
487,3,2099.59,7096554.61,7098654.2,0
488,3,221693.08,7098654.2,7320347.28,0
489,3,206097.65,7320347.28,7526444.93,0
490,3,22384.21,7526444.93,7548829.13,0
491,3,73210.99,7548829.13,7622040.12,0
492,3,236747.6,7622040.12,7858787.73,0
493,3,6284.18,7858787.73,7865071.9,0
494,3,100198.77,7865071.9,7965270.68,0
495,3,160347.32,7965270.68,8125617.99,0
496,3,289272.75,8125617.99,8414890.75,0
497,3,63189.26,8414890.75,8478080.0,0
498,3,196725.32,8478080.0,8674805.32,0
499,1,5882.32,10252.0,4369.68,0
500,5,625.92,30165.0,29539.08,0
501,1,5937.72,21779.0,15841.28,0
502,1,9796.29,274658.0,264861.71,0
503,1,13449.95,11080.0,0.0,0
504,1,4749.6,8038.0,3288.4,0
505,1,6460.86,31009.0,24548.14,0
506,1,3605.26,10120.0,6514.74,0
507,1,624.61,52594.0,51969.39,0
508,1,3854.92,9241.0,5386.08,0
509,4,420532.33,5386.08,0.0,0
510,1,4402.86,4469.0,66.14,0
511,2,147804.02,66.14,0.0,0
512,1,151.2,1904.0,1752.8,0
513,1,58.21,14506.0,14447.79,0
514,1,5936.82,741.0,0.0,0
515,2,145944.67,24376.0,0.0,0
516,4,7206.33,24932.0,17725.67,0
517,5,5581.55,530.0,0.0,0
518,5,5853.21,5039.0,0.0,0
519,1,2528.1,5037.0,2508.9,0
520,1,5655.17,9522.0,3866.83,0
521,1,1456.09,101018.0,99561.91,0
522,1,4252.82,5545.0,1292.18,0
523,4,276460.62,595.0,0.0,0
524,1,8811.67,30848.0,22036.33,0
525,1,12666.68,891.0,0.0,0
526,2,95636.49,0.0,0.0,0
527,2,195314.34,0.0,0.0,0
528,1,6049.09,1.0,0.0,0
529,1,14306.8,0.0,0.0,0
530,1,1117.34,35611.0,34493.66,0
531,5,3179.7,124703.85,121524.14,0
532,1,2880.68,121524.14,118643.46,0
533,1,3060.54,118643.46,115582.92,0
534,1,879.42,115582.92,114703.5,0
535,1,3486.78,114703.5,111216.72,0
536,1,21530.96,111216.72,89685.77,0
537,1,2426.31,89685.77,87259.46,0
538,1,5110.1,87259.46,82149.35,0
539,1,207.75,82149.35,81941.6,0
540,1,18437.04,81941.6,63504.55,0
541,1,8690.69,63504.55,54813.86,0
542,1,4946.03,54813.86,49867.83,0
543,1,5432.09,49867.83,44435.75,0
544,1,7649.41,44435.75,36786.34,0
545,1,3943.17,36786.34,32843.16,0
546,1,3101.33,32843.16,29741.84,0
547,4,51719.13,882.0,0.0,0
548,1,13465.91,0.0,0.0,0
549,1,19561.05,0.0,0.0,0
550,1,9762.28,129.0,0.0,0
551,1,9778.81,18824.0,9045.19,0
552,2,562903.81,9045.19,0.0,0
553,1,5055.94,30295.0,25239.06,0
554,1,2858.89,21820.0,18961.11,0
555,1,8531.42,18961.11,10429.69,0
556,1,84.22,25828.0,25743.78,0
557,2,227478.01,25743.78,0.0,0
558,1,5033.02,23946.7,18913.68,0
559,4,100588.8,18913.68,0.0,0
560,1,9374.72,21064.0,11689.28,0
561,1,598.24,102631.0,102032.76,0
562,1,4531.55,20125.0,15593.45,0
563,1,2998.2,15593.45,12595.25,0
564,1,9269.99,12595.25,3325.26,0
565,1,1209.64,3325.26,2115.61,0
566,1,1298.7,2115.61,816.91,0
567,1,7797.0,816.91,0.0,0
568,1,5831.03,0.0,0.0,0
569,1,7067.9,0.0,0.0,0
570,1,14895.51,0.0,0.0,0
571,1,3316.21,0.0,0.0,0
572,1,22276.0,0.0,0.0,0
573,1,16505.51,0.0,0.0,0
574,1,636.95,0.0,0.0,0
575,1,2056.59,0.0,0.0,0
576,1,704.74,0.0,0.0,0
577,1,3222.32,0.0,0.0,0
578,1,11889.61,0.0,0.0,0
579,1,9491.89,0.0,0.0,0
580,1,6131.21,0.0,0.0,0
581,1,11938.61,0.0,0.0,0
582,1,4233.45,0.0,0.0,0
583,1,32643.79,0.0,0.0,0
584,1,622.15,14112.8,13490.65,0
585,1,4573.12,13490.65,8917.54,0
586,1,6057.8,6996.1,938.3,0
587,1,5770.32,938.3,0.0,0
588,1,9152.97,0.0,0.0,0
589,5,12154.7,39699.0,27544.3,0
590,1,8378.01,80899.44,72521.43,0
591,1,9616.45,72521.43,62904.98,0
592,1,2231.28,12998.0,10766.72,0
593,1,4932.54,136555.0,131622.46,0
594,3,65413.89,131622.46,197036.35,0
595,3,98560.08,197036.35,295596.43,0
596,3,15054.61,295596.43,310651.04,0
597,3,161632.16,310651.04,472283.2,0
598,3,47529.19,472283.2,519812.39,0
599,3,9577.45,519812.39,529389.85,0
600,3,414238.59,529389.85,943628.44,0
601,3,89327.65,943628.44,1032956.09,0
602,3,194900.16,1032956.09,1227856.25,0
603,3,24470.43,1227856.25,1252326.68,0
604,3,217668.38,1252326.68,1469995.06,0
605,3,9067.51,1469995.06,1479062.57,0
606,3,336827.91,1479062.57,1815890.48,0
607,3,45317.95,1815890.48,1861208.43,0
608,3,230021.01,1861208.43,2091229.45,0
609,3,154578.28,2091229.45,2245807.73,0
610,3,314134.01,2245807.73,2559941.74,0
611,3,206405.92,2559941.74,2766347.65,0
612,3,158995.29,2766347.65,2925342.94,0
613,3,188238.54,2925342.94,3113581.47,0
614,3,21255.8,3113581.47,3134837.27,0
615,3,205955.77,3134837.27,3340793.04,0
616,3,178370.36,3340793.04,3519163.4,0
617,3,42547.96,3519163.4,3561711.36,0
618,3,15152.15,3561711.36,3576863.51,0
619,3,39249.67,3576863.51,3616113.18,0
620,3,101669.17,3616113.18,3717782.35,0
621,3,81694.11,3717782.35,3799476.47,0
622,3,10266.7,3799476.47,3809743.17,0
623,3,35502.25,3809743.17,3845245.42,0
624,3,183250.0,3845245.42,4028495.42,0
625,3,219220.21,4028495.42,4247715.63,0
626,3,254895.5,4247715.63,4502611.13,0
627,3,143148.97,4502611.13,4645760.1,0
628,3,132457.52,4645760.1,4778217.62,0
629,3,148834.28,4778217.62,4927051.9,0
630,3,106727.81,4927051.9,5033779.71,0
631,3,223123.71,5033779.71,5256903.42,0
632,3,194311.34,5256903.42,5451214.77,0
633,3,338964.91,5451214.77,5790179.68,0
634,3,247575.4,5790179.68,6037755.07,0
635,3,29467.02,6037755.07,6067222.09,0
636,3,90340.16,6067222.09,6157562.25,0
637,3,198847.32,6157562.25,6356409.58,0
638,3,155075.41,6356409.58,6511484.99,0
639,3,76932.89,6511484.99,6588417.88,0
640,3,92971.79,6588417.88,6681389.66,0
641,3,7322.98,6681389.66,6688712.64,0
642,3,222126.95,6688712.64,6910839.59,0
643,3,62983.91,6910839.59,6973823.5,0
644,3,1271.77,6973823.5,6975095.27,0
645,3,246816.65,6975095.27,7221911.92,0
646,3,21898.97,7221911.92,7243810.89,0
647,3,30811.56,7243810.89,7274622.45,0
648,3,100275.09,7274622.45,7374897.54,0
649,3,46630.53,7374897.54,7421528.07,0
650,3,158775.58,7421528.07,7580303.64,0
651,3,90556.08,7580303.64,7670859.72,0
652,3,173948.89,7670859.72,7844808.61,0
653,3,66216.71,7844808.61,7911025.32,0
654,3,216133.99,7911025.32,8127159.31,0
655,3,371883.82,8127159.31,8499043.13,0
656,3,770537.37,8499043.13,8499043.13,0
657,3,71275.47,8499043.13,8570318.6,0
658,3,336298.77,8570318.6,8906617.38,0
659,3,317393.38,8906617.38,9224010.75,0
660,3,181002.01,9224010.75,9405012.76,0
661,3,311449.38,9405012.76,9716462.14,0
662,3,270824.42,9716462.14,9987286.56,0
663,1,1449.03,80983.0,79533.97,0
664,1,3551.48,1015017.79,1011466.31,0
665,2,227768.63,1011466.31,783697.68,0
666,2,172986.7,783697.68,610710.98,0
667,1,4940.2,48005.0,43064.8,0
668,1,2755.96,20987.0,18231.04,0
669,5,8807.01,139428.0,130620.99,0
670,5,3111.86,64665.82,61553.96,0
671,1,10040.52,61553.96,51513.44,0
672,5,5363.0,21260.0,15897.0,0
